sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
LS-67	NODE_5148_length_13765_cov_10.8	0.337	0.005	0.001	0.763	0.424	0.004	0.001	0.014	0.004	0.275	0.706	0.004	929	9.131	13765	0.014	0.007	0.000	0.014	0.000	0.000	0.007	0.007	0.007	0.007	0.000	0.007	0.000	0.000	0.000	0.000	0.007	0.000	0.007	0.008
LS-67	NODE_11046_length_8595_cov_9.8	0.311	0.004	0.002	0.990	0.480	0.003	0.002	0.020	0.008	0.387	0.887	0.007	517	8.209	8595	0.020	0.000	0.019	0.021	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_21562_length_5611_cov_12.6	0.254	0.007	0.002	0.110	0.760	0.006	0.008	0.009	0.006	0.391	0.887	0.007	437	10.679	5611	0.000	0.015	0.012	0.014	0.000	0.014	0.015	0.000	0.000	0.015	0.014	0.000	0.000	0.000	0.000	0.014	0.000	0.015	0.000	0.017
LS-67	NODE_59092_length_3036_cov_15.3	0.252	0.006	0.003	0.404	1.858	0.006	0.004	0.010	0.012	0.372	0.881	0.012	296	13.525	3036	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.029	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000
LS-67	NODE_641_length_41209_cov_24.4	0.689	0.009	0.001	0.990	0.653	0.009	0.001	0.014	0.003	0.343	0.823	0.003	6216	20.976	41209	0.014	0.008	0.012	0.004	0.005	0.005	0.006	0.015	0.012	0.011	0.010	0.005	0.004	0.012	0.009	0.008	0.014	0.010	0.009	0.007
LS-67	NODE_564_length_43377_cov_13.7	0.620	0.003	0.001	0.967	0.557	0.002	0.001	0.007	0.002	0.343	0.823	0.002	3602	11.578	43377	0.007	0.003	0.000	0.002	0.002	0.000	0.002	0.002	0.004	0.005	0.000	0.003	0.007	0.000	0.005	0.000	0.000	0.005	0.000	0.005
LS-67	NODE_47006_length_3478_cov_15.1	0.279	0.011	0.004	0.311	1.258	0.010	0.006	0.017	0.017	0.332	0.818	0.017	322	12.665	3478	0.000	0.034	0.037	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.050	0.042
LS-67	NODE_11643_length_8311_cov_7.5	0.314	0.004	0.002	0.990	0.426	0.003	0.002	0.024	0.009	0.290	0.724	0.008	366	6.233	8311	0.024	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000
LS-67	NODE_40555_length_3808_cov_20.0	0.253	0.002	0.001	0.029	0.652	0.000	0.013	0.003	0.003	0.290	0.724	0.004	508	17.764	3808	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_297_length_56113_cov_24.7	0.790	0.005	0.000	0.703	0.360	0.005	0.000	0.009	0.002	0.239	0.625	0.001	8469	21.213	56113	0.009	0.007	0.003	0.006	0.006	0.005	0.003	0.006	0.003	0.002	0.006	0.004	0.004	0.006	0.005	0.004	0.008	0.005	0.003	0.006
LS-67	NODE_27718_length_4811_cov_12.4	0.312	0.009	0.003	0.334	0.347	0.006	0.004	0.025	0.012	0.110	0.353	0.012	362	10.505	4811	0.020	0.026	0.029	0.000	0.000	0.000	0.019	0.023	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.000	0.043	0.000
LS-67	NODE_3747_length_16540_cov_43.0	0.532	0.005	0.001	0.885	0.487	0.004	0.001	0.010	0.003	0.216	0.581	0.002	4444	37.560	16540	0.010	0.006	0.000	0.005	0.004	0.005	0.005	0.005	0.000	0.007	0.005	0.003	0.007	0.007	0.008	0.002	0.000	0.009	0.003	0.003
LS-67	NODE_8689_length_9957_cov_23.5	0.392	0.012	0.002	0.288	0.565	0.010	0.004	0.019	0.009	0.211	0.575	0.010	1391	19.980	9957	0.016	0.012	0.033	0.000	0.022	0.005	0.015	0.011	0.009	0.000	0.010	0.005	0.011	0.000	0.010	0.000	0.012	0.005	0.035	0.022
LS-67	NODE_44891_length_3576_cov_11.1	0.293	0.019	0.007	0.020	1.140	0.011	0.110	0.024	0.021	0.203	0.561	0.031	259	9.856	3576	0.000	0.000	0.115	0.000	0.000	0.000	0.000	0.074	0.000	0.043	0.042	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.042	0.033
LS-67	NODE_43403_length_3652_cov_5.9	0.267	0.003	0.003	0.293	0.271	0.000	0.005	0.024	0.012	0.172	0.484	0.013	137	4.974	3652	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_6473_length_11986_cov_10.2	0.297	0.001	0.001	0.990	0.282	0.001	0.001	0.009	0.002	0.166	0.475	0.002	742	8.814	11986	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000
LS-67	NODE_2601_length_20371_cov_42.2	0.553	0.006	0.001	0.000	0.268	0.000	0.018	0.008	0.002	0.162	0.471	0.004	5193	36.259	20371	0.005	0.012	0.006	0.001	0.011	0.007	0.018	0.003	0.003	0.006	0.005	0.008	0.005	0.003	0.003	0.002	0.003	0.009	0.003	0.004
LS-67	NODE_1400_length_28422_cov_20.9	0.499	0.003	0.000	0.000	0.224	0.000	0.009	0.005	0.001	0.158	0.470	0.002	3645	17.972	28422	0.004	0.006	0.002	0.007	0.002	0.004	0.006	0.002	0.000	0.006	0.004	0.006	0.002	0.002	0.004	0.002	0.003	0.004	0.002	0.000
LS-67	NODE_44454_length_3597_cov_23.5	0.324	0.010	0.004	0.377	1.397	0.009	0.005	0.017	0.017	0.159	0.470	0.017	529	20.522	3597	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.027	0.000	0.000	0.029	0.026
LS-67	NODE_7930_length_10557_cov_22.6	0.431	0.012	0.002	0.414	0.199	0.009	0.002	0.027	0.005	0.116	0.355	0.005	1442	19.036	10557	0.022	0.031	0.011	0.012	0.006	0.006	0.012	0.011	0.006	0.011	0.012	0.006	0.005	0.013	0.011	0.016	0.006	0.016	0.015	0.000
LS-67	NODE_14070_length_7362_cov_57.6	0.496	0.002	0.001	0.522	0.485	0.002	0.001	0.006	0.003	0.110	0.353	0.002	2679	49.411	7362	0.005	0.005	0.003	0.000	0.000	0.000	0.010	0.002	0.003	0.000	0.000	0.000	0.005	0.000	0.002	0.003	0.002	0.002	0.000	0.000
LS-67	NODE_20745_length_5753_cov_82.7	0.624	0.004	0.001	0.130	0.211	0.003	0.002	0.007	0.002	0.221	0.584	0.003	2848	70.444	5753	0.003	0.011	0.006	0.003	0.006	0.009	0.003	0.006	0.003	0.000	0.003	0.003	0.007	0.000	0.006	0.000	0.003	0.003	0.003	0.006
LS-67	NODE_38906_length_3905_cov_29.3	0.328	0.002	0.001	0.990	0.585	0.002	0.001	0.011	0.005	0.394	0.887	0.005	692	25.163	3905	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.000	0.009	0.000	0.008	0.000
LS-67	NODE_47517_length_3456_cov_17.3	0.301	0.008	0.004	0.000	0.582	0.019	0.080	0.019	0.011	1.000	1.000	0.021	369	15.192	3456	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.027
LS-67	NODE_986_length_33602_cov_9.3	0.476	0.001	0.000	0.990	0.465	0.001	0.000	0.003	0.001	0.404	0.898	0.001	1938	8.137	33602	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_143_length_75280_cov_22.2	0.875	0.002	0.000	0.334	0.731	0.002	0.000	0.003	0.001	0.617	1.000	0.001	10080	18.971	75280	0.003	0.003	0.002	0.003	0.004	0.005	0.000	0.000	0.002	0.004	0.002	0.002	0.001	0.002	0.003	0.003	0.004	0.003	0.002	0.001
LS-67	NODE_32645_length_4342_cov_5.7	0.206	0.007	0.005	0.480	1.968	0.007	0.006	0.007	0.020	0.961	1.000	0.020	130	4.227	4342	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_15235_length_6977_cov_39.3	0.430	0.008	0.001	0.990	0.669	0.008	0.001	0.016	0.005	0.563	1.000	0.005	1645	32.711	6977	0.016	0.000	0.015	0.000	0.000	0.005	0.005	0.009	0.005	0.015	0.010	0.011	0.010	0.010	0.014	0.009	0.005	0.005	0.016	0.005
LS-67	NODE_11769_length_8253_cov_18.4	0.300	0.007	0.002	0.990	6.283	0.007	0.002	0.008	0.007	0.983	1.000	0.007	920	15.830	8253	0.008	0.000	0.000	0.000	0.009	0.007	0.000	0.000	0.000	0.018	0.000	0.016	0.008	0.017	0.016	0.009	0.000	0.008	0.017	0.000
LS-67	NODE_2229_length_22298_cov_11.5	0.368	0.002	0.001	0.328	6.727	0.002	0.001	0.002	0.003	0.798	1.000	0.003	1592	10.031	22298	0.000	0.008	0.000	0.000	0.007	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.007	0.000	0.008	0.000
LS-67	NODE_31001_length_4487_cov_12.3	0.223	0.001	0.001	0.000	0.264	0.004	0.010	0.004	0.002	1.000	1.000	0.005	324	9.897	4487	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016
LS-67	NODE_35257_length_4147_cov_21.2	0.251	0.001	0.001	0.090	0.778	0.002	0.005	0.002	0.003	1.000	1.000	0.004	511	17.696	4147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_11546_length_8359_cov_9.8	0.228	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	480	8.052	8359	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_7673_length_10762_cov_55.2	0.506	0.002	0.001	0.990	1.533	0.002	0.001	0.004	0.002	0.785	1.000	0.002	3698	47.144	10762	0.004	0.000	0.005	0.003	0.005	0.002	0.000	0.002	0.002	0.003	0.007	0.000	0.005	0.005	0.000	0.000	0.000	0.002	0.000	0.002
LS-67	NODE_3448_length_17325_cov_17.6	0.362	0.004	0.001	0.681	2.834	0.004	0.001	0.004	0.004	1.000	1.000	0.004	1857	15.159	17325	0.003	0.004	0.000	0.010	0.007	0.010	0.004	0.004	0.000	0.004	0.003	0.011	0.004	0.000	0.004	0.011	0.004	0.000	0.003	0.000
LS-67	NODE_3607_length_16920_cov_19.0	0.383	0.005	0.001	0.990	1.588	0.005	0.001	0.008	0.005	0.807	1.000	0.004	1972	16.217	16920	0.008	0.000	0.016	0.007	0.011	0.004	0.012	0.000	0.004	0.004	0.000	0.000	0.004	0.004	0.004	0.007	0.007	0.004	0.004	0.000
LS-67	NODE_2661_length_20125_cov_33.0	0.485	0.002	0.000	0.990	0.598	0.002	0.000	0.005	0.002	0.394	0.887	0.001	4102	28.732	20125	0.005	0.000	0.000	0.003	0.000	0.003	0.003	0.006	0.001	0.001	0.002	0.002	0.001	0.003	0.002	0.002	0.000	0.003	0.002	0.000
LS-67	NODE_1685_length_25799_cov_14.0	0.415	0.002	0.000	0.990	1.180	0.002	0.000	0.002	0.002	1.000	1.000	0.002	2163	11.802	25799	0.000	0.003	0.003	0.000	0.000	0.003	0.000	0.000	0.003	0.005	0.000	0.000	0.003	0.000	0.003	0.000	0.003	0.003	0.000	0.003
LS-67	NODE_54106_length_3199_cov_9.1	0.263	0.010	0.005	0.079	0.406	0.020	0.036	0.020	0.017	1.000	1.000	0.025	185	7.988	3199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.071	0.000	0.000	0.062	0.000	0.000	0.000
LS-67	NODE_39679_length_3858_cov_6.7	0.249	0.005	0.004	0.147	0.309	0.000	0.012	0.018	0.013	0.111	0.353	0.015	156	5.804	3858	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_1555_length_26884_cov_18.1	0.451	0.001	0.000	0.990	1.373	0.001	0.000	0.002	0.002	0.781	1.000	0.002	2952	15.536	26884	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.005	0.000	0.002	0.000	0.003	0.000	0.000	0.000	0.005	0.002	0.000
LS-67	NODE_31276_length_4462_cov_7.3	0.192	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	197	6.031	4462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_1789_length_25027_cov_11.4	0.394	0.001	0.000	0.104	0.368	0.002	0.002	0.002	0.001	1.000	1.000	0.002	1734	9.875	25027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.005	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.000
LS-67	NODE_15923_length_6776_cov_9.0	0.228	0.004	0.002	0.901	2.474	0.004	0.002	0.004	0.009	1.000	1.000	0.009	361	7.504	6776	0.000	0.000	0.022	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_5117_length_13804_cov_14.4	0.294	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	1171	12.196	13804	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_59225_length_3032_cov_7.8	0.385	0.016	0.007	0.000	0.354	0.050	0.146	0.050	0.020	1.000	1.000	0.047	142	6.358	3032	0.000	0.000	0.000	0.000	0.000	0.083	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.091	0.000
LS-67	NODE_18567_length_6163_cov_12.4	0.274	0.012	0.003	0.720	1.083	0.013	0.004	0.013	0.015	1.000	1.000	0.014	480	10.744	6163	0.000	0.000	0.013	0.038	0.041	0.012	0.000	0.000	0.029	0.000	0.014	0.000	0.041	0.012	0.012	0.013	0.000	0.012	0.000	0.000
LS-67	NODE_6611_length_11829_cov_9.2	0.347	0.005	0.002	0.990	0.506	0.004	0.002	0.022	0.009	0.451	0.978	0.008	651	7.777	11829	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.022	0.000	0.000	0.020	0.000	0.000	0.000	0.018	0.000	0.000	0.000
LS-67	NODE_5443_length_13318_cov_9.9	0.312	0.004	0.001	0.470	0.496	0.004	0.001	0.010	0.004	0.434	0.953	0.004	825	8.592	13318	0.009	0.009	0.008	0.000	0.000	0.008	0.000	0.008	0.010	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.010	0.009	0.008
LS-67	NODE_19928_length_5903_cov_11.4	0.297	0.005	0.002	0.000	0.118	0.020	0.023	0.020	0.004	1.000	1.000	0.018	417	9.914	5903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.017	0.000	0.000	0.022	0.000	0.000	0.000	0.019	0.024
LS-67	NODE_47903_length_3440_cov_40.2	0.573	0.020	0.003	0.706	0.430	0.018	0.004	0.050	0.015	0.111	0.353	0.013	896	33.844	3440	0.050	0.025	0.018	0.038	0.009	0.028	0.000	0.000	0.010	0.009	0.054	0.039	0.010	0.020	0.000	0.017	0.016	0.019	0.030	0.017
LS-67	NODE_111_length_85772_cov_25.8	0.919	0.000	0.000	0.050	0.277	0.000	0.001	0.001	0.000	0.037	0.158	0.000	13304	22.175	85772	0.000	0.001	0.002	0.001	0.001	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.001	0.001	0.000	0.001	0.001	0.000	0.001	0.000
LS-67	NODE_10634_length_8792_cov_49.1	0.451	0.003	0.001	0.000	0.624	0.001	0.013	0.004	0.002	0.113	0.353	0.003	2682	42.045	8792	0.002	0.007	0.000	0.002	0.006	0.000	0.008	0.000	0.000	0.002	0.002	0.007	0.007	0.004	0.000	0.000	0.002	0.002	0.005	0.000
LS-67	NODE_24747_length_5160_cov_81.8	0.684	0.005	0.001	0.990	0.141	0.004	0.001	0.020	0.002	0.006	0.046	0.002	2594	71.258	5160	0.020	0.003	0.003	0.007	0.006	0.003	0.003	0.003	0.003	0.003	0.000	0.003	0.000	0.006	0.006	0.007	0.003	0.003	0.006	0.006
LS-67	NODE_460_length_47319_cov_19.4	0.679	0.003	0.001	0.155	0.237	0.001	0.002	0.005	0.002	0.005	0.044	0.003	5530	16.552	47319	0.005	0.004	0.002	0.010	0.007	0.000	0.000	0.002	0.002	0.003	0.000	0.000	0.002	0.003	0.008	0.002	0.000	0.002	0.000	0.002
LS-67	NODE_13017_length_7738_cov_10.1	0.403	0.004	0.002	0.990	0.140	0.002	0.001	0.041	0.005	0.005	0.044	0.005	480	8.641	7738	0.041	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.014	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_19173_length_6046_cov_11.1	0.344	0.010	0.003	0.250	0.181	0.004	0.005	0.031	0.010	0.004	0.036	0.011	405	9.502	6046	0.031	0.035	0.000	0.016	0.000	0.039	0.000	0.016	0.017	0.000	0.000	0.000	0.000	0.000	0.019	0.000	0.000	0.019	0.000	0.000
LS-67	NODE_3816_length_16354_cov_50.1	0.564	0.002	0.001	0.821	0.203	0.002	0.000	0.010	0.002	0.004	0.036	0.002	5062	42.587	16354	0.010	0.004	0.000	0.001	0.001	0.001	0.004	0.004	0.001	0.001	0.003	0.005	0.001	0.001	0.005	0.001	0.000	0.003	0.000	0.001
LS-67	NODE_199_length_66547_cov_20.0	0.821	0.001	0.000	0.202	0.112	0.000	0.000	0.003	0.001	0.004	0.036	0.001	7919	16.987	66547	0.003	0.002	0.004	0.001	0.001	0.001	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.001	0.000
LS-67	NODE_2934_length_19098_cov_9.7	0.374	0.005	0.002	0.171	0.335	0.002	0.006	0.012	0.008	0.003	0.036	0.009	1129	8.417	19098	0.000	0.039	0.000	0.000	0.000	0.000	0.010	0.009	0.000	0.000	0.000	0.021	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_14248_length_7303_cov_22.6	0.369	0.003	0.001	0.990	0.142	0.002	0.001	0.021	0.003	0.004	0.036	0.002	1023	19.051	7303	0.021	0.000	0.005	0.005	0.000	0.006	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.005	0.000	0.000	0.005	0.000	0.000
LS-67	NODE_4830_length_14300_cov_19.4	0.461	0.008	0.002	0.786	0.228	0.006	0.001	0.029	0.005	0.003	0.035	0.005	1670	16.221	14300	0.029	0.009	0.014	0.000	0.007	0.011	0.000	0.006	0.004	0.004	0.007	0.004	0.004	0.003	0.019	0.007	0.000	0.000	0.014	0.008
LS-67	NODE_15632_length_6856_cov_58.3	0.571	0.005	0.001	0.694	0.142	0.004	0.001	0.020	0.003	0.002	0.032	0.002	2575	50.779	6856	0.020	0.006	0.010	0.005	0.002	0.000	0.003	0.002	0.002	0.008	0.003	0.002	0.005	0.003	0.003	0.002	0.008	0.003	0.007	0.003
LS-67	NODE_1540_length_26997_cov_44.6	0.654	0.006	0.001	0.343	0.157	0.004	0.001	0.012	0.002	0.002	0.026	0.002	7521	38.566	26997	0.013	0.006	0.010	0.008	0.009	0.005	0.003	0.004	0.002	0.003	0.002	0.008	0.004	0.005	0.009	0.003	0.008	0.004	0.005	0.004
LS-67	NODE_5770_length_12819_cov_41.9	0.498	0.003	0.001	0.733	0.206	0.002	0.001	0.013	0.002	0.002	0.026	0.002	3361	35.968	12819	0.012	0.006	0.000	0.002	0.002	0.000	0.000	0.002	0.004	0.002	0.000	0.000	0.000	0.006	0.002	0.004	0.004	0.008	0.000	0.000
LS-67	NODE_45364_length_3552_cov_12.5	0.425	0.006	0.003	0.401	0.061	0.000	0.002	0.051	0.005	0.002	0.026	0.005	292	10.849	3552	0.048	0.033	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_12624_length_7908_cov_18.2	0.392	0.006	0.002	0.431	0.130	0.003	0.002	0.030	0.005	0.000	0.008	0.005	856	14.981	7908	0.032	0.010	0.022	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.007	0.000	0.008	0.008	0.000	0.008	0.008
LS-67	NODE_6128_length_12369_cov_21.9	0.351	0.001	0.001	0.364	0.143	0.000	0.001	0.008	0.002	0.000	0.007	0.002	1584	18.102	12369	0.007	0.008	0.003	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_62_length_104440_cov_17.8	0.961	0.003	0.000	0.606	0.124	0.003	0.000	0.010	0.001	0.000	0.002	0.001	11405	15.292	104440	0.010	0.006	0.004	0.001	0.003	0.004	0.003	0.001	0.003	0.003	0.002	0.001	0.003	0.004	0.004	0.003	0.004	0.001	0.001	0.004
LS-67	NODE_2644_length_20186_cov_50.2	0.598	0.003	0.001	0.408	0.123	0.002	0.000	0.009	0.001	0.000	0.001	0.001	6232	42.504	20186	0.009	0.007	0.003	0.003	0.000	0.005	0.004	0.004	0.000	0.003	0.001	0.002	0.002	0.002	0.000	0.002	0.000	0.002	0.002	0.001
LS-67	NODE_6406_length_12065_cov_53.7	0.580	0.004	0.001	0.705	0.172	0.003	0.001	0.018	0.003	0.000	0.001	0.003	4079	45.660	12065	0.018	0.005	0.005	0.009	0.005	0.002	0.005	0.006	0.000	0.000	0.005	0.000	0.000	0.002	0.006	0.006	0.003	0.002	0.000	0.001
LS-67	NODE_1074_length_32214_cov_43.6	0.708	0.004	0.001	0.990	0.148	0.004	0.000	0.015	0.002	0.000	0.001	0.001	8652	37.456	32214	0.015	0.004	0.001	0.003	0.005	0.003	0.003	0.007	0.004	0.006	0.003	0.001	0.002	0.005	0.004	0.003	0.003	0.003	0.004	0.004
LS-67	NODE_586_length_42845_cov_42.9	0.785	0.005	0.001	0.502	0.167	0.004	0.001	0.014	0.002	0.000	0.001	0.002	11310	36.823	42845	0.014	0.006	0.007	0.009	0.005	0.004	0.007	0.001	0.007	0.004	0.003	0.003	0.001	0.003	0.005	0.007	0.005	0.005	0.007	0.003
LS-67	NODE_6163_length_12328_cov_51.7	0.563	0.003	0.001	0.605	0.085	0.002	0.000	0.016	0.001	0.000	0.000	0.001	3954	44.174	12328	0.015	0.009	0.003	0.002	0.002	0.000	0.000	0.002	0.005	0.003	0.000	0.002	0.003	0.003	0.002	0.002	0.003	0.000	0.000	0.002
LS-67	NODE_950_length_34234_cov_49.0	0.735	0.003	0.001	0.620	0.084	0.002	0.000	0.012	0.001	0.000	0.000	0.001	10283	41.479	34234	0.012	0.006	0.002	0.004	0.001	0.003	0.001	0.001	0.002	0.003	0.000	0.003	0.002	0.001	0.002	0.001	0.002	0.003	0.001	0.002
LS-67	NODE_1343_length_29019_cov_55.2	0.723	0.003	0.001	0.412	0.080	0.001	0.000	0.012	0.001	0.000	0.000	0.001	9973	47.314	29019	0.013	0.006	0.003	0.007	0.003	0.001	0.002	0.002	0.000	0.003	0.002	0.001	0.002	0.001	0.001	0.001	0.003	0.000	0.000	0.001
LS-67	NODE_29458_length_4631_cov_6.9	0.391	0.007	0.003	0.430	0.124	0.002	0.003	0.048	0.009	0.006	0.046	0.008	208	6.232	4631	0.045	0.029	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000
LS-67	NODE_7889_length_10590_cov_17.2	0.390	0.007	0.001	0.933	0.254	0.006	0.001	0.024	0.004	0.114	0.353	0.004	1132	14.908	10590	0.024	0.007	0.011	0.006	0.011	0.006	0.006	0.012	0.000	0.006	0.006	0.006	0.011	0.011	0.000	0.006	0.012	0.006	0.000	0.000
LS-67	NODE_129_length_77798_cov_14.3	0.864	0.001	0.000	0.138	0.148	0.000	0.001	0.002	0.001	0.007	0.052	0.001	6689	12.182	77798	0.002	0.003	0.001	0.001	0.002	0.002	0.002	0.002	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.001	0.003	0.000	0.000	0.000
LS-67	NODE_18070_length_6270_cov_9.2	0.646	0.011	0.006	0.990	0.198	0.006	0.004	0.094	0.017	0.010	0.065	0.016	359	7.691	6270	0.094	0.000	0.000	0.000	0.000	0.000	0.025	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.000
LS-67	NODE_14242_length_7306_cov_17.7	0.310	0.002	0.001	0.990	0.341	0.001	0.001	0.014	0.004	0.086	0.299	0.004	779	14.600	7306	0.014	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-67	NODE_520_length_44982_cov_14.8	0.632	0.002	0.000	0.368	0.157	0.001	0.000	0.005	0.001	0.080	0.281	0.001	4001	12.550	44982	0.006	0.004	0.002	0.002	0.002	0.004	0.002	0.002	0.000	0.002	0.000	0.000	0.002	0.000	0.000	0.000	0.002	0.002	0.004	0.002
LS-67	NODE_26700_length_4923_cov_12.8	0.415	0.023	0.005	0.172	0.202	0.014	0.012	0.046	0.015	0.071	0.255	0.018	409	11.051	4923	0.029	0.032	0.065	0.050	0.057	0.024	0.000	0.000	0.000	0.034	0.026	0.000	0.000	0.020	0.000	0.022	0.026	0.048	0.024	0.000
LS-67	NODE_3128_length_18326_cov_15.2	0.376	0.004	0.001	0.281	0.547	0.004	0.002	0.008	0.005	0.066	0.241	0.005	1697	12.917	18326	0.000	0.018	0.011	0.006	0.000	0.000	0.005	0.000	0.000	0.005	0.000	0.005	0.000	0.000	0.010	0.011	0.012	0.000	0.006	0.000
LS-67	NODE_5910_length_12638_cov_78.8	0.710	0.008	0.001	0.607	0.283	0.008	0.001	0.016	0.003	0.065	0.241	0.002	6029	67.263	12638	0.015	0.015	0.005	0.004	0.010	0.011	0.008	0.004	0.009	0.010	0.007	0.006	0.009	0.004	0.007	0.010	0.007	0.009	0.010	0.008
