sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-93	NODE_11408_length_8851_cov_9.2	35913	species	JACADW01 sp013388445	4	2	1	0.5	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JACADW01;s_JACADW01 sp013388445
LS-93	NODE_20042_length_6286_cov_6.7	2	superkingdom	Bacteria	7	6	6	1.0	d_Bacteria
LS-65	NODE_5107_length_14897_cov_27.4	669	family	Arcobacteraceae	3	2	1	0.99	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae
LS-65	NODE_11458_length_8934_cov_12.9	84111	genus	Bilamarchaeum	9	9	9	1.0	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum
LS-65	NODE_23527_length_5696_cov_9.0	83409	order	Methanomicrobiales	8	8	6	0.67	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-55	NODE_2837_length_23299_cov_37.3	4	class	Gammaproteobacteria	29	29	19	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-55	NODE_4696_length_16896_cov_25.7	2	superkingdom	Bacteria	19	16	16	1.0	d_Bacteria
LS-55	NODE_7383_length_12620_cov_69.8	34	genus	Acinetobacter	3	2	1	0.54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Moraxellaceae;g_Acinetobacter
LS-55	NODE_12556_length_8897_cov_12.8	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-55	NODE_19444_length_6660_cov_30.5	84987	species	SM1-50 sp014894395	6	6	4	0.67	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50;s_SM1-50 sp014894395
LS-55	NODE_30505_length_5000_cov_16.9	7106	order	Aminicenantales	5	5	2	0.65	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-55	NODE_58253_length_3336_cov_5.9	77075	species	JAGOPY01 sp017991835	4	4	2	0.65	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAGOPY01;g_JAGOPY01;s_JAGOPY01 sp017991835
LS-93	NODE_62285_length_3119_cov_7.5	39578	species	Hyphomicrobium sp003987855	4	3	1	0.86	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium;s_Hyphomicrobium sp003987855
LS-35	NODE_894_length_37256_cov_25.5	83784	order	B26-1	28	26	15	0.64	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-35	NODE_4126_length_15221_cov_12.3	4496	genus	LD21	16	15	13	0.83	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-35	NODE_8335_length_10435_cov_15.9	28872	family	SZUA-254	10	9	8	0.89	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_SZUA-254
LS-35	NODE_13453_length_8057_cov_9.0	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-35	NODE_20755_length_6375_cov_10.4	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-35	NODE_28334_length_5389_cov_8.3	653	phylum	Acidobacteriota	7	7	4	0.57	d_Bacteria;p_Acidobacteriota
LS-35	NODE_37058_length_4656_cov_10.5	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-35	NODE_50702_length_3930_cov_9.3	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-35	NODE_65603_length_3411_cov_74.3	1	no rank	root	4	4	4	1.0	-_root
LS-63	NODE_24487_length_5514_cov_87.9	1202	phylum	Chloroflexota	9	7	6	0.81	d_Bacteria;p_Chloroflexota
LS-63	NODE_43750_length_3883_cov_30.7	85582	species	Bog-38 sp015660915	6	6	3	0.5	d_Archaea;p_Halobacteriota;c_Bog-38;o_Bog-38;f_Bog-38;g_Bog-38;s_Bog-38 sp015660915
LS-55	NODE_41_length_257585_cov_81.1	2	superkingdom	Bacteria	88	75	51	0.66	d_Bacteria
LS-55	NODE_838_length_48004_cov_16.4	3371	family	Casimicrobiaceae	59	54	29	0.59	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae
LS-55	NODE_2168_length_27691_cov_20.0	2	superkingdom	Bacteria	22	20	20	1.0	d_Bacteria
LS-55	NODE_3855_length_19217_cov_13.0	83409	order	Methanomicrobiales	11	9	5	0.62	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-55	NODE_6216_length_14097_cov_20.3	21332	family	UBA1163	16	14	8	0.55	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-55	NODE_10779_length_9873_cov_9.5	6494	family	SG8-4	11	9	6	0.84	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-55	NODE_16043_length_7571_cov_15.3	7105	class	Aminicenantia	7	6	3	0.5	d_Bacteria;p_Acidobacteriota;c_Aminicenantia
LS-55	NODE_25325_length_5636_cov_18.9	27	genus	Mycobacterium	6	5	3	0.53	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-76	NODE_70_length_170513_cov_49.7	2	superkingdom	Bacteria	45	33	20	0.55	d_Bacteria
LS-76	NODE_987_length_27326_cov_15.2	20158	family	RBG-16-60-22	33	31	20	0.62	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-76	NODE_3602_length_12382_cov_43.9	68304	species	DSXZ01 sp011367735	18	16	8	0.85	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-76	NODE_10671_length_6144_cov_9.7	68247	species	Fen-1064 sp003153075	4	4	2	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_Fen-1064;g_Fen-1064;s_Fen-1064 sp003153075
LS-76	NODE_26054_length_3550_cov_9.8	33120	genus	RBG-16-49-23	5	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_RBG-16-49-23
LS-85	NODE_824_length_36980_cov_463.8	86140	species	20-14-0-80-47-9 sp002779555	44	44	28	0.66	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_20-14-0-80-47-9;s_20-14-0-80-47-9 sp002779555
LS-85	NODE_3613_length_15915_cov_15.6	37234	family	SM23-61	22	20	15	0.78	d_Bacteria;p_Desulfobacterota;c_SM23-61;o_SM23-61;f_SM23-61
LS-85	NODE_9024_length_9416_cov_12.4	83428	order	Nitrososphaerales	12	10	5	0.61	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales
LS-85	NODE_18129_length_6262_cov_9.1	4496	genus	LD21	5	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-85	NODE_29707_length_4638_cov_29.5	3499	genus	Methyloceanibacter	3	3	2	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
LS-85	NODE_26762_length_4953_cov_18.6	85452	genus	MVRE01	5	5	4	0.8	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01
LS-85	NODE_38055_length_3991_cov_11.1	2	superkingdom	Bacteria	4	3	2	0.51	d_Bacteria
LS-65	NODE_146_length_127933_cov_31.7	2	superkingdom	Bacteria	37	32	26	0.75	d_Bacteria
LS-65	NODE_2043_length_26557_cov_26.1	2	superkingdom	Bacteria	4	2	1	0.53	d_Bacteria
LS-65	NODE_5415_length_14366_cov_17.9	2737	class	Phycisphaerae	17	13	6	0.59	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
LS-65	NODE_12195_length_8591_cov_14.0	83343	superkingdom	Archaea	2	2	2	1.0	d_Archaea
LS-65	NODE_26433_length_5303_cov_10.3	51808	species	Fen731 sp002068775	4	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Humimicrobiia;o_Humimicrobiales;f_Humimicrobiaceae;g_Fen731;s_Fen731 sp002068775
LS-65	NODE_49506_length_3621_cov_10.2	84111	genus	Bilamarchaeum	5	5	5	1.0	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum
LS-63	NODE_171_length_73986_cov_19.9	19335	species	FEB-25 sp003105035	65	63	46	0.79	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA4823;g_FEB-25;s_FEB-25 sp003105035
LS-63	NODE_3869_length_16683_cov_14.2	6494	family	SG8-4	19	13	8	0.72	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-55	NODE_17989_length_7010_cov_9.0	2	superkingdom	Bacteria	7	5	5	1.0	d_Bacteria
LS-55	NODE_26944_length_5415_cov_18.4	164	class	Bacteroidia	6	5	3	0.6	d_Bacteria;p_Bacteroidota;c_Bacteroidia
LS-55	NODE_49597_length_3681_cov_12.5	86110	species	SM1-50 sp002506745	4	4	2	0.5	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_SM1-50;s_SM1-50 sp002506745
LS-93	NODE_128_length_82584_cov_57.3	1203	class	Dehalococcoidia	97	85	50	0.65	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-93	NODE_2669_length_20065_cov_10.5	2	superkingdom	Bacteria	9	9	8	0.99	d_Bacteria
LS-93	NODE_6338_length_12381_cov_21.0	6493	order	Sedimentisphaerales	13	11	7	0.69	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales
LS-93	NODE_10837_length_9129_cov_15.8	1203	class	Dehalococcoidia	7	4	2	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-93	NODE_18768_length_6555_cov_12.5	24	class	Actinomycetia	2	2	1	0.5	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-93	NODE_32749_length_4628_cov_19.7	74007	species	Mycobacterium sp903911165	6	6	4	0.8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-93	NODE_56660_length_3304_cov_7.0	23	phylum	Actinobacteriota	4	3	2	0.99	d_Bacteria;p_Actinobacteriota
LS-65	NODE_10_length_410171_cov_31.8	2	superkingdom	Bacteria	89	71	48	0.64	d_Bacteria
LS-65	NODE_405_length_65005_cov_17.3	248	order	Chlamydiales	38	36	19	0.54	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales
LS-65	NODE_3335_length_19370_cov_14.7	83785	family	UBA233	21	21	18	0.85	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-65	NODE_6606_length_12684_cov_67.6	2	superkingdom	Bacteria	8	7	7	1.0	d_Bacteria
LS-65	NODE_15195_length_7452_cov_14.7	25006	family	SM23-33	8	5	3	0.6	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_SM23-33;f_SM23-33
LS-65	NODE_30617_length_4855_cov_40.4	2	superkingdom	Bacteria	5	5	3	0.6	d_Bacteria
LS-65	NODE_56978_length_3326_cov_10.1	1454	class	Anaerolineae	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-63	NODE_1143_length_32694_cov_13.0	83343	superkingdom	Archaea	10	8	6	0.75	d_Archaea
LS-63	NODE_5117_length_14164_cov_21.9	84111	genus	Bilamarchaeum	14	12	10	0.8	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum
LS-63	NODE_13731_length_7857_cov_24.5	83603	genus	Methanoregula	12	11	9	0.88	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula
LS-55	NODE_5374_length_15515_cov_8.8	28763	genus	UBA877	18	17	11	0.73	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12;g_UBA877
LS-55	NODE_9308_length_10856_cov_30.9	74007	species	Mycobacterium sp903911165	10	10	10	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-55	NODE_14500_length_8099_cov_16.3	21332	family	UBA1163	10	9	7	0.75	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-55	NODE_22114_length_6139_cov_8.1	2704	order	Pirellulales	7	6	5	0.8	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales
LS-55	NODE_42196_length_4074_cov_10.6	76634	species	RBG-16-54-11 sp001797905	8	7	5	0.67	d_Bacteria;p_Desulfobacterota;c_BSN033;o_B13-G15;f_RBG-16-54-18;g_RBG-16-54-11;s_RBG-16-54-11 sp001797905
LS-55	NODE_65199_length_3117_cov_10.0	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-93	NODE_1385_length_28629_cov_18.9	74007	species	Mycobacterium sp903911165	37	36	16	0.63	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-93	NODE_4877_length_14332_cov_18.8	74007	species	Mycobacterium sp903911165	17	16	15	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-93	NODE_9270_length_9983_cov_13.0	8970	genus	2-02-FULL-66-22	11	11	10	1.0	d_Bacteria;p_Methylomirabilota;c_Methylomirabilia;o_Methylomirabilales;f_2-02-FULL-66-22;g_2-02-FULL-66-22
LS-93	NODE_15246_length_7456_cov_62.8	84697	genus	UBA9949	8	8	7	0.88	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-55	NODE_12580_length_8880_cov_30.8	27	genus	Mycobacterium	12	12	7	0.56	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_19479_length_6655_cov_11.1	4660	family	Thermoguttaceae	4	4	3	0.75	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae
LS-55	NODE_31554_length_4893_cov_28.3	46	order	Burkholderiales	5	5	4	0.8	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
LS-55	NODE_58391_length_3332_cov_7.5	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-93	NODE_367_length_55997_cov_15.1	7107	family	Aminicenantaceae	52	51	30	0.72	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Aminicenantaceae
LS-93	NODE_3189_length_18079_cov_9.8	653	phylum	Acidobacteriota	18	18	7	0.53	d_Bacteria;p_Acidobacteriota
LS-93	NODE_7134_length_11561_cov_41.2	183	order	Rhizobiales	17	17	10	0.51	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-93	NODE_12996_length_8207_cov_10.9	3067	phylum	Armatimonadota	10	6	3	0.59	d_Bacteria;p_Armatimonadota
LS-93	NODE_23728_length_5651_cov_30.8	86272	species	VGLU01 sp016882195	7	6	5	0.8	d_Archaea;p_Thermoproteota;c_Methanomethylicia;o_Methanomethylicales;f_Methanomethylicaceae;g_VGLU01;s_VGLU01 sp016882195
LS-93	NODE_36721_length_4319_cov_9.4	46355	species	CAILUG01 sp903844415	3	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudohongiellaceae;g_CAILUG01;s_CAILUG01 sp903844415
LS-93	NODE_30266_length_4861_cov_9.9	2	superkingdom	Bacteria	3	3	2	0.96	d_Bacteria
LS-93	NODE_49024_length_3616_cov_9.3	32427	genus	SURF-21	5	5	5	1.0	d_Bacteria;p_Actinobacteriota;c_Geothermincolia;o_Geothermincolales;f_RBG-13-55-18;g_SURF-21
LS-35	NODE_280_length_66507_cov_42.2	1	no rank	root	43	39	39	1.0	-_root
LS-35	NODE_2054_length_22595_cov_35.8	88110	species	SG8-32-3 sp007050895	16	16	8	0.53	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_SG8-32-3;s_SG8-32-3 sp007050895
LS-35	NODE_6651_length_11781_cov_20.3	2	superkingdom	Bacteria	11	10	9	0.99	d_Bacteria
LS-35	NODE_10194_length_9373_cov_62.5	1454	class	Anaerolineae	9	8	6	0.85	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_15696_length_7420_cov_9.9	40376	species	T1SED10-26 sp003550445	2	2	1	0.5	d_Bacteria;p_Firmicutes F;c_Halanaerobiia;o_B1SED10-174;f_B1SED10-174;g_T1SED10-26;s_T1SED10-26 sp003550445
LS-35	NODE_24594_length_5826_cov_109.5	84697	genus	UBA9949	6	6	6	1.0	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_UBA9949
LS-35	NODE_32843_length_4979_cov_10.9	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-35	NODE_41940_length_4357_cov_16.4	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-55	NODE_5161_length_15915_cov_9.6	40997	family	RBG-16-54-18	16	14	13	0.92	d_Bacteria;p_Desulfobacterota;c_BSN033;o_B13-G15;f_RBG-16-54-18
LS-55	NODE_8926_length_11180_cov_15.8	2	superkingdom	Bacteria	9	8	8	1.0	d_Bacteria
LS-55	NODE_13728_length_8392_cov_8.2	1204	order	Dehalococcoidales	13	13	4	0.54	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
LS-55	NODE_20530_length_6435_cov_10.8	1	no rank	root	5	5	5	1.0	-_root
LS-55	NODE_38802_length_4292_cov_6.5	74817	species	JACQFI01 sp016200135	4	4	2	0.5	d_Bacteria;p_Planctomycetota;c_SZUA-567;o_H5-PLA8;f_H5-PLA8;g_JACQFI01;s_JACQFI01 sp016200135
LS-55	NODE_63594_length_3164_cov_11.8	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-93	NODE_1087_length_32279_cov_71.9	29888	family	UBA7540	31	31	25	0.91	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540;f_UBA7540
LS-93	NODE_4752_length_14550_cov_17.1	83785	family	UBA233	15	13	12	0.99	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_8758_length_10295_cov_12.3	27	genus	Mycobacterium	15	14	12	0.9	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-93	NODE_15056_length_7511_cov_20.1	39365	genus	JACIWX01	6	4	2	0.65	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA2200;f_UBA2200;g_JACIWX01
LS-55	NODE_12811_length_8771_cov_12.6	83784	order	B26-1	2	2	1	0.94	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-55	NODE_19551_length_6640_cov_7.2	77075	species	JAGOPY01 sp017991835	8	8	6	0.85	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_JAGOPY01;g_JAGOPY01;s_JAGOPY01 sp017991835
LS-55	NODE_31616_length_4887_cov_11.0	83409	order	Methanomicrobiales	7	7	4	0.73	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales
LS-55	NODE_58483_length_3329_cov_7.2	1456	family	EnvOPS12	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_EnvOPS12
LS-93	NODE_503_length_48404_cov_15.4	1	no rank	root	14	12	12	1.0	-_root
LS-93	NODE_3215_length_18035_cov_27.1	71185	species	JABMQX01 sp013203085	10	8	4	0.5	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-93	NODE_7456_length_11245_cov_20.2	74007	species	Mycobacterium sp903911165	10	10	5	0.61	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-93	NODE_13054_length_8184_cov_7.8	30606	family	UBA6911	7	7	3	0.58	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911
LS-93	NODE_23751_length_5648_cov_26.0	183	order	Rhizobiales	5	5	2	0.64	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
LS-93	NODE_37110_length_4291_cov_9.1	2	superkingdom	Bacteria	5	5	4	0.8	d_Bacteria
LS-35	NODE_38386_length_4568_cov_8.5	2	superkingdom	Bacteria	3	3	2	0.98	d_Bacteria
LS-35	NODE_52100_length_3872_cov_7.8	58108	species	RBG-13-43-22 sp016208255	4	3	2	0.51	d_Bacteria;p_Desulfobacterota;c_RBG-13-43-22;o_RBG-13-43-22;f_RBG-13-43-22;g_RBG-13-43-22;s_RBG-13-43-22 sp016208255
LS-35	NODE_66547_length_3385_cov_36.2	73010	species	RBG-16-66-30 sp014894455	4	4	3	0.75	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30;s_RBG-16-66-30 sp014894455
LS-67	NODE_564_length_43377_cov_13.7	6494	family	SG8-4	45	42	29	0.79	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-67	NODE_3128_length_18326_cov_15.2	2	superkingdom	Bacteria	19	16	16	1.0	d_Bacteria
LS-67	NODE_8258_length_10274_cov_15.7	1	no rank	root	11	10	10	1.0	-_root
LS-67	NODE_21120_length_5686_cov_11.7	24830	species	CAIQJJ01 sp903872065	10	10	3	0.57	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA4823;g_CAIQJJ01;s_CAIQJJ01 sp903872065
LS-67	NODE_32645_length_4342_cov_5.7	4496	genus	LD21	5	5	3	0.6	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-67	NODE_51870_length_3283_cov_16.7	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-76	NODE_98_length_135198_cov_31.8	5447	class	WOR-3	107	93	48	0.56	d_Bacteria;p_WOR-3;c_WOR-3
LS-76	NODE_148_length_101182_cov_21.6	31463	species	JADJWR01 sp016716275	159	154	63	0.52	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-76	NODE_1999_length_17702_cov_96.4	83785	family	UBA233	18	17	14	0.8	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-76	NODE_7209_length_7924_cov_8.0	71185	species	JABMQX01 sp013203085	6	6	5	0.8	d_Bacteria;p_JABMQX01;c_JABMQX01;o_JABMQX01;f_JABMQX01;g_JABMQX01;s_JABMQX01 sp013203085
LS-76	NODE_14273_length_5112_cov_32.7	83603	genus	Methanoregula	7	7	7	1.0	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula
LS-85	NODE_12_length_245247_cov_29.6	73862	genus	JAFGKK01	244	231	150	0.73	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_RBG-16-64-43;g_JAFGKK01
LS-85	NODE_1503_length_26136_cov_95.0	37227	species	JACQNR01 sp016202975	23	23	10	0.52	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_UBA7540;f_UBA7540;g_JACQNR01;s_JACQNR01 sp016202975
LS-85	NODE_5355_length_12677_cov_15.8	86863	species	MVRE01 sp903900025	17	17	14	0.92	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01;s_MVRE01 sp903900025
LS-85	NODE_11943_length_8024_cov_11.5	840	phylum	Desulfobacterota	14	11	6	0.57	d_Bacteria;p_Desulfobacterota
LS-85	NODE_24159_length_5275_cov_7.3	49340	genus	UBA7708	4	4	3	0.75	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_Anaerohalosphaeraceae;g_UBA7708
LS-85	NODE_35372_length_4172_cov_12.5	31463	species	JADJWR01 sp016716275	4	3	3	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-67	NODE_27547_length_4828_cov_9.3	1260	phylum	Patescibacteria	4	3	2	0.67	d_Bacteria;p_Patescibacteria
LS-67	NODE_44594_length_3590_cov_20.8	20158	family	RBG-16-60-22	5	5	5	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-76	NODE_32_length_244066_cov_49.1	2	superkingdom	Bacteria	73	65	39	0.58	d_Bacteria
LS-76	NODE_672_length_34926_cov_47.5	74007	species	Mycobacterium sp903911165	45	44	24	0.58	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-76	NODE_2736_length_14683_cov_15.8	57183	species	PR03 sp018262315	17	16	9	0.69	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_PR03;g_PR03;s_PR03 sp018262315
LS-35	NODE_7829_length_10797_cov_8.7	2	superkingdom	Bacteria	2	1	1	1.0	d_Bacteria
LS-35	NODE_12715_length_8311_cov_11.3	69991	species	E44-bin88 sp013202445	10	10	5	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_E44-bin88;g_E44-bin88;s_E44-bin88 sp013202445
LS-35	NODE_19697_length_6558_cov_33.1	1	no rank	root	5	4	4	1.0	-_root
LS-35	NODE_27727_length_5453_cov_7.7	31617	genus	RBG-16-64-13	9	8	6	0.8	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_RBG-16-64-13;f_RBG-16-64-13;g_RBG-16-64-13
LS-35	NODE_35214_length_4790_cov_12.4	40620	species	Chersky-299 sp017882525	4	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_RBG-16-64-13;f_RBG-16-64-13;g_Chersky-299;s_Chersky-299 sp017882525
LS-65	NODE_5781_length_13799_cov_9.4	4496	genus	LD21	19	19	16	0.92	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-65	NODE_12477_length_8472_cov_13.3	14832	family	Fen-1342	11	9	7	0.99	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_UBA1845;f_Fen-1342
